asset,supply,traded_amount,payments_amount,created,trustlines,payments,rating,price7d,volume7d,paging_token,domain,tomlInfo,issuer,amount,flags,account_count,balance,offers_count,data,total_issuances,total_burns,total_transfers,total_offers,total_liabilities,total_trustlines,total_signers
BTC-GDPJALI4AZKUU2W426U5WKMAT6CN3AJRPIIRYR2YM54TL2GDWO5O2MZM-1,840079189,78095292762,52133438756,1619096705,"[13723, 13723, 2558]",839567,"{'age': 8, 'trades': 8, 'payments': 7, 'trustlines': 6, 'volume7d': 8, 'interop': 10, 'liquidity': 6, 'average': 7.6}","[[1726012800, 56874.29254054053], [1726099200, 57990.14953757225], [1726185600, 58922.71324999999], [1726272000, 60044.39113333333], [1726358400, 59944.565217391304], [1726444800, 58341.450379746835], [1726531200, 59390.54528089888], [1726617600, 60060.5781294964]]",1523239382051,11,ultracapital.xyz,"{'code': 'BTC', 'issuer': 'GDPJALI4AZKUU2W426U5WKMAT6CN3AJRPIIRYR2YM54TL2GDWO5O2MZM', 'image': 'https://stellar.myfilebase.com/ipfs/QmUjsGiNcUFTbiKoMZyBtgkSwfndBXSbRKFpGrYKvHC1fX', 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'BTC', 'orgName': 'Ultra Capital LLC dba Ultra Capital', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/Qmaw6X1uP8ohKodhiveFygHBRBfW95TovoBfodJhGJRUho'}",,,,,,,,,,,,,,
ETH-GBFXOHVAS43OIWNIO7XLRJAHT3BICFEIKOJLZVXNT572MISM4CMGSOCC-1,10418352923,945656166215,685993250597,1619096907,"[11434, 11434, 2291]",1178632,"{'age': 8, 'trades': 8, 'payments': 7, 'trustlines': 6, 'volume7d': 8, 'interop': 10, 'liquidity': 6, 'average': 7.6}","[[1726012800, 2340.0316793478264], [1726099200, 2351.316956834532], [1726185600, 2381.3539489795917], [1726272000, 2423.605643939394], [1726358400, 2398.5424303797467], [1726444800, 2293.16674556213], [1726531200, 2324.672493273543], [1726617600, 2315.2667037037036]]",722454260248,12,ultracapital.xyz,"{'code': 'ETH', 'issuer': 'GBFXOHVAS43OIWNIO7XLRJAHT3BICFEIKOJLZVXNT572MISM4CMGSOCC', 'image': 'https://stellar.myfilebase.com/ipfs/Qmdu8ywKeXkkGWE1EoUxwuGUZRaDs2rG9ZsV8d6F4NLMxQ', 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'ETH', 'orgName': 'Ultra Capital LLC dba Ultra Capital', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/Qmaw6X1uP8ohKodhiveFygHBRBfW95TovoBfodJhGJRUho'}",,,,,,,,,,,,,,
SHX-GDSTRSHXHGJ7ZIVRBXEYE5Q74XUVCUSEKEBR7UCHEUUEK72N7I7KJ6JH-1,997502491728608900,622513725308886900,2039223109621454300,1545437360,"[53845, 53845, 37495]",439860,"{'age': 9, 'trades': 9, 'payments': 7, 'trustlines': 8, 'volume7d': 9, 'interop': 4, 'liquidity': 6, 'average': 7.4}","[[1726012800, 0.0044028102652329745], [1726099200, 0.00456967759489051], [1726185600, 0.005023804799270073], [1726272000, 0.004835204654275093], [1726358400, 0.004741076372093023], [1726444800, 0.004624261965517241], [1726531200, 0.004713330229571985], [1726617600, 0.004596676829268293]]",12473590837784,13,stronghold.co,"{'code': 'SHX', 'issuer': 'GDSTRSHXHGJ7ZIVRBXEYE5Q74XUVCUSEKEBR7UCHEUUEK72N7I7KJ6JH', 'name': 'Stronghold SHx', 'image': 'https://stellar.myfilebase.com/ipfs/QmX2Jn7gzyL27vP6hWrDTpwFeLcuUz7jcLK2ovhMrUAQVp', 'orgName': 'Stronghold', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmX2Jn7gzyL27vP6hWrDTpwFeLcuUz7jcLK2ovhMrUAQVp'}",,,,,,,,,,,,,,
XRP-GCNSGHUCG5VMGLT5RIYYZSO7VQULQKAJ62QA33DBC5PPBSO57LFWVV6P-1,73098782915358,464986441501227,145448811040985,1524838959,"[20690, 20690, 10000]",131301,"{'age': 9, 'trades': 8, 'payments': 6, 'trustlines': 7, 'volume7d': 8, 'interop': 10, 'liquidity': 3, 'average': 7.3}","[[1726012800, 0.2594210484848485], [1726099200, 0.24469850917431193], [1726185600, 0.26255115], [1726272000, 0.23775218305084744], [1726358400, 0.24258334636363638], [1726444800, 0.2455463486725664], [1726531200, 0.21034054562499999], [1726617600, 0.2172490961904762]]",238835091635,14,interstellar.exchange,"{'code': 'XRP', 'issuer': 'GCNSGHUCG5VMGLT5RIYYZSO7VQULQKAJ62QA33DBC5PPBSO57LFWVV6P', 'name': 'Ripple', 'image': 'https://stellar.myfilebase.com/ipfs/QmPME2PGmRbDJb3z7ZSdjaboXkR4FhBgu785cenj1ogm6R', 'decimals': 7, 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'XRP', 'orgName': 'Interstellar, Inc.', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmZNzf7EemDd8Fpjin7CvfXr8psE9DvQ4QdBhFB7wTUhJG'}",,,,,,,,,,,,,,
USD-GDUKMGUGDZQK6YHYA5Z6AY2G4XDSZPSZ3SW5UN3ARVMO6QSRDWP5YLEX-1,19297835258121,278712117299797,5535648532176386,1533415069,"[46098, 46098, 2732]",64814,"{'age': 9, 'trades': 8, 'payments': 6, 'trustlines': 6, 'volume7d': 7, 'interop': 10, 'liquidity': 5, 'average': 7.3}","[[1726012800, 0.9058167333333333], [1726099200, 0.92289775625], [1726185600, 0.9409709111111112], [1726272000, 0.9256328217391304], [1726358400, 0.9237290952380952], [1726444800, 0.9063218961538462], [1726531200, 0.892601624], [1726617600, 0.8814236999999999]]",4700044423,15,stablecoin.anchorusd.com,"{'code': 'USD', 'issuer': 'GDUKMGUGDZQK6YHYA5Z6AY2G4XDSZPSZ3SW5UN3ARVMO6QSRDWP5YLEX', 'name': 'US Dollar', 'image': 'https://stellar.myfilebase.com/ipfs/QmS1GJpv1T2JwiBaXKDyNLP55NQJN8GAfgdEMdSP7ByWuf', 'decimals': 2, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'USD', 'orgName': 'AnchorCoin LLC dba AnchorUSD', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmWj3FW2dXtfMT55MXzbHML3Lhb3FrmMH7QSqQPc95AP96'}",,,,,,,,,,,,,,
FIDR-GBZQNUAGO4DZFWOHJ3PVXZKZ2LTSOVAMCTVM46OEMWNWTED4DFS3NAYH-1,49999899595495,246285361526300,4830657923311356,1538562254,"[14339, 14339, 10923]",5960945,"{'age': 9, 'trades': 8, 'payments': 8, 'trustlines': 7, 'volume7d': 7, 'interop': 10, 'liquidity': 2, 'average': 7.3}","[[1726012800, 0.04827980926829269], [1726099200, 0.04874599239316239], [1726185600, 0.04897453682352941], [1726272000, 0.024369706457364342], [1726358400, 0.013533168476510067], [1726444800, 0.013647347032967034], [1726531200, 0.01468122686746988], [1726617600, 0.014048805535714286]]",47255014882,16,fixedidr.com,"{'code': 'FIDR', 'issuer': 'GBZQNUAGO4DZFWOHJ3PVXZKZ2LTSOVAMCTVM46OEMWNWTED4DFS3NAYH', 'name': 'FIDR', 'image': 'https://stellar.myfilebase.com/ipfs/QmQCvzWgWGABWpDpnjW8VUuAgpi2wsjTjE3diUrPssEJys', 'status': 'live', 'orgName': 'Fixedidr dba Cryptoasset and cryptocurrency developer.', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmQCvzWgWGABWpDpnjW8VUuAgpi2wsjTjE3diUrPssEJys'}",,,,,,,,,,,,,,
SCOP-GC6OYQJIZF3HFXCYPFCBXYXNGIBQ4TNSFUBUXQJOZWIP6F3YZK4QH3VQ-1,99999992796122400,10758930004250552,251107464499822850,1561458466,"[36460, 36460, 29455]",4974003,"{'age': 9, 'trades': 8, 'payments': 8, 'trustlines': 8, 'volume7d': 8, 'interop': 6, 'liquidity': 4, 'average': 7.3}","[[1726012800, 0.012414208212560385], [1726099200, 0.01248665175925926], [1726185600, 0.012886136052631579], [1726272000, 0.013003098978494623], [1726358400, 0.012912498549222799], [1726444800, 0.012611503236714977], [1726531200, 0.012695563036649213], [1726617600, 0.012521058258064516]]",714933537671,17,scopuly.com,"{'code': 'SCOP', 'issuer': 'GC6OYQJIZF3HFXCYPFCBXYXNGIBQ4TNSFUBUXQJOZWIP6F3YZK4QH3VQ', 'name': 'Scopuly', 'image': 'https://stellar.myfilebase.com/ipfs/QmXUQsnLxb5PA7iPby2JnP23mCHSbXxf7Kr5QdfmhYzaDQ', 'decimals': 7, 'status': 'live', 'orgName': 'Scopuly', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmTB3m7NZgkrTw1Zq6ErXxLv7Qz45tbxjPqcsz3KE5F4Ci'}",,,,,,,,,,,,,,
XCHF-GDPKQ2TSNJOFSEE7XSUXPWRP27H6GFGLWD7JCHNEYYWQVGFA543EVBVT-1,152830000000,7246254241100,10001481643700708,1618839908,"[5282, 5282, 4941]",3532578,"{'age': 8, 'trades': 8, 'payments': 8, 'trustlines': 6, 'volume7d': 7, 'interop': 10, 'liquidity': 4, 'average': 7.3}","[[1726012800, 1.1779964413793103], [1726099200, 1.174212175], [1726185600, 1.1791776846846846], [1726272000, 1.1816352435897435], [1726358400, 1.1778752333333335], [1726444800, 1.1802859910714287], [1726531200, 1.1869116025641024], [1726617600, 1.178109085106383]]",19227201968,18,kbtrading.org,"{'code': 'XCHF', 'issuer': 'GDPKQ2TSNJOFSEE7XSUXPWRP27H6GFGLWD7JCHNEYYWQVGFA543EVBVT', 'name': 'Swiss Franc', 'image': 'https://stellar.myfilebase.com/ipfs/QmfUfypiaSegTjHTzWGPUGfhBFCvWsnGEkaDmfQdWyXmXi', 'decimals': 2, 'status': 'test', 'anchorAssetType': 'fiat', 'anchorAsset': 'CHF', 'orgName': 'KB Trading'}",,,,,,,,,,,,,,
BRL-GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP-1,8549877130140,437892017617403,700781715797782,1575995800,"[7982, 7982, 2042]",23659,"{'age': 9, 'trades': 8, 'payments': 5, 'trustlines': 6, 'volume7d': 7, 'interop': 10, 'liquidity': 5, 'average': 7.1}","[[1726012800, 0.17418017446808512], [1726099200, 0.17563304347826086], [1726185600, 0.17715072708333335], [1726272000, 0.17792592238805968], [1726358400, 0.1774857277777778], [1726444800, 0.1757961974025974], [1726531200, 0.17712661617647057], [1726617600, 0.1727701142857143]]",58194357004,19,ntokens.com,"{'code': 'BRL', 'issuer': 'GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP', 'name': 'Brazilian Real', 'image': 'https://stellar.myfilebase.com/ipfs/Qmdz4nG4DpdQxjmdqLUM34VPdvU797gLekDr3oiX4ZqMeP', 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'BRL', 'orgName': 'nTokens Serviços Digitais Ltda'}",,,,,,,,,,,,,,
XXA-GC4HS4CQCZULIOTGLLPGRAAMSBDLFRR6Y7HCUQG66LNQDISXKIXXADIM-1,2771002983082156,88797066028963200,101319593193641520,1560707146,"[19295, 19295, 16995]",8365311,"{'age': 9, 'trades': 9, 'payments': 8, 'trustlines': 7, 'volume7d': 8, 'interop': 4, 'liquidity': 4, 'average': 7}","[[1726012800, 0.006311779518134716], [1726099200, 0.005804510812121212], [1726185600, 0.00589485308433735], [1726272000, 0.005833561148148148], [1726358400, 0.005669088683333333], [1726444800, 0.005111463392638037], [1726531200, 0.005539544455223881], [1726617600, 0.0056920811666666665]]",191066548845,20,ixinium.io,"{'code': 'XXA', 'issuer': 'GC4HS4CQCZULIOTGLLPGRAAMSBDLFRR6Y7HCUQG66LNQDISXKIXXADIM', 'name': 'IXINIUM', 'image': 'https://stellar.myfilebase.com/ipfs/QmTWiTsbDvLm6hj2SgNY8Zc45yzUe6mnmBqLgoTrSDFpKG', 'decimals': 7, 'status': 'live', 'orgName': 'Baltic Representative Office dba Ixinium', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmTWiTsbDvLm6hj2SgNY8Zc45yzUe6mnmBqLgoTrSDFpKG'}",,,,,,,,,,,,,,
ARS-GCYE7C77EB5AWAA25R5XMWNI2EDOKTTFTTPZKM2SR5DI4B4WFD52DARS-1,340449014117377,18409250790484028,34257427134188784,1580311704,"[61126, 61126, 5362]",41048,"{'age': 9, 'trades': 8, 'payments': 5, 'trustlines': 6, 'volume7d': 8, 'interop': 10, 'liquidity': 3, 'average': 7}","[[1726012800, 0.0008035020104347827], [1726099200, 0.0007972491721153845], [1726185600, 0.0007977689918918919], [1726272000, 0.0007962070767441861], [1726358400, 0.0007918373488372093], [1726444800, 0.0007913959536842106], [1726531200, 0.0007938671], [1726617600, 0.00079576039]]",299795665079,21,api.anclap.com,"{'code': 'ARS', 'issuer': 'GCYE7C77EB5AWAA25R5XMWNI2EDOKTTFTTPZKM2SR5DI4B4WFD52DARS', 'name': 'Peso Digital', 'image': 'https://stellar.myfilebase.com/ipfs/QmRGEnqdULKdDc6X3Qa7E216ZTitvnwEZ4zkASP8jik4uK', 'decimals': 2, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'ARS', 'orgName': 'Grupo Anchor S.A. dba Anclap'}",,,,,,,,,,,,,,
yBTC-GBUVRNH4RW4VLHP4C5MOF46RRIRZLAVHYGX45MVSTKA2F6TMR7E7L6NW-1,518894305,34158690329,33980081320,1615892096,"[4195, 4195, 1417]",1025236,"{'age': 8, 'trades': 8, 'payments': 7, 'trustlines': 5, 'volume7d': 7, 'interop': 10, 'liquidity': 4, 'average': 7}","[[1726012800, 56937.751100917434], [1726099200, 57974.52836956522], [1726185600, 58951.45042372882], [1726272000, 60090.595462962956], [1726358400, 59905.75232323233], [1726444800, 58436.20020408164], [1726531200, 59337.12952380952], [1726617600, 60028.36694117648]]",74892936955,22,ultracapital.xyz,"{'code': 'yBTC', 'issuer': 'GBUVRNH4RW4VLHP4C5MOF46RRIRZLAVHYGX45MVSTKA2F6TMR7E7L6NW', 'image': 'https://stellar.myfilebase.com/ipfs/QmT8LZrzaxnxAKgANZhUcK43SahGjkKaZ37vEGp3qs5X1R', 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'BTC', 'orgName': 'Ultra Capital LLC dba Ultra Capital', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/Qmaw6X1uP8ohKodhiveFygHBRBfW95TovoBfodJhGJRUho'}",,,,,,,,,,,,,,
LSP-GAB7STHVD5BDH3EEYXPI3OM7PCS4V443PYB5FNT6CFGJVPDLMKDM24WK-1,7997104723810547,48672371493886210,32189992983097510,1623927381,"[20123, 20123, 12004]",1576461,"{'age': 8, 'trades': 9, 'payments': 7, 'trustlines': 7, 'volume7d': 8, 'interop': 4, 'liquidity': 6, 'average': 7}","[[1726012800, 0.0041833137224669605], [1726099200, 0.0040557647810945275], [1726185600, 0.004114746928205128], [1726272000, 0.004104939309782609], [1726358400, 0.004079046947916666], [1726444800, 0.0039390851715686275], [1726531200, 0.0037729377916666668], [1726617600, 0.003715522504347826]]",516449057386,23,lumenswap.io,"{'code': 'LSP', 'issuer': 'GAB7STHVD5BDH3EEYXPI3OM7PCS4V443PYB5FNT6CFGJVPDLMKDM24WK', 'name': 'Lumenswap asset', 'image': 'https://stellar.myfilebase.com/ipfs/QmUxVdZomJzT5AQpS9iCuV2h9DTWhy4mh9naMghiHnXRSv', 'decimals': 7, 'status': 'live', 'orgName': 'Lumenswap LLC dba Lumenswap', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/Qmbk5bcNAPk41Djk2GPiVXNumLJvMTyMj158wMQ2UjKCym'}",,,,,,,,,,,,,,
LTC-GCNSGHUCG5VMGLT5RIYYZSO7VQULQKAJ62QA33DBC5PPBSO57LFWVV6P-1,2554051349,158136014924,162919892464,1511749886,"[2390, 2390, 613]",141182,"{'age': 10, 'trades': 7, 'payments': 6, 'trustlines': 5, 'volume7d': 7, 'interop': 10, 'liquidity': 3, 'average': 6.9}","[[1726012800, 61.44169142857143], [1726099200, 62.48019302631579], [1726185600, 63.753077475728155], [1726272000, 65.71079713043478], [1726358400, 64.80245402298851], [1726444800, 62.92017551020408], [1726531200, 63.18172428571428], [1726617600, 63.608292978723405]]",4476906861,24,interstellar.exchange,"{'code': 'LTC', 'issuer': 'GCNSGHUCG5VMGLT5RIYYZSO7VQULQKAJ62QA33DBC5PPBSO57LFWVV6P', 'name': 'Litecoin', 'image': 'https://stellar.myfilebase.com/ipfs/QmdteyD2DNLYteqDmKEgDwB7zjccYzJ7eQoVTSGQRpAz8q', 'decimals': 7, 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'LTC', 'orgName': 'Interstellar, Inc.', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmZNzf7EemDd8Fpjin7CvfXr8psE9DvQ4QdBhFB7wTUhJG'}",,,,,,,,,,,,,,
NGNT-GAWODAROMJ33V5YDFY3NPYTHVYQG7MJXVJ2ND3AOGIHYRWINES6ACCPD-1,343221672543185,47800525629942900,55405184906989320,1521576836,"[15142, 15142, 2880]",45641,"{'age': 9, 'trades': 7, 'payments': 6, 'trustlines': 6, 'volume7d': 7, 'interop': 10, 'liquidity': 3, 'average': 6.9}","[[1726012800, 0.0006265789581818182], [1726099200, 0.0006302862618181819], [1726185600, 0.0006402937499999999], [1726272000, 0.0006452561086206896], [1726358400, 0.0006382291566037736], [1726444800, 0.0006625729907407408], [1726531200, 0.000659710711764706], [1726617600, 0.0006527796565217391]]",2885221986,25,cowrie.exchange,"{'code': 'NGNT', 'issuer': 'GAWODAROMJ33V5YDFY3NPYTHVYQG7MJXVJ2ND3AOGIHYRWINES6ACCPD', 'name': 'Naira Token', 'image': 'https://stellar.myfilebase.com/ipfs/QmTa5s8qxAFMGyiHBtGGMTDd3E3uQaex4ajtUB6536JYbR', 'decimals': 2, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'NGN', 'orgName': 'Cowrie Integrated Systems dba Cowrie Exchange', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmTa5s8qxAFMGyiHBtGGMTDd3E3uQaex4ajtUB6536JYbR'}",,,,,,,,,,,,,,
BTC-GBVOL67TMUQBGL4TZYNMY3ZQ5WGQYFPFD5VJRWXR72VA33VFNL225PL5-1,343431627,5527940614,5413420022,1522701435,"[11671, 11671, 1998]",16254,"{'age': 9, 'trades': 7, 'payments': 5, 'trustlines': 6, 'volume7d': 8, 'interop': 8, 'liquidity': 5, 'average': 6.9}","[[1726012800, 63821.840000000004], [1726099200, 63815.77703125], [1726185600, 65380.38838709678], [1726272000, 65998.06318181817], [1726358400, 65819.86882352941], [1726444800, 64651.202173913036], [1726531200, 59512.02551020408], [1726617600, 59794.27142857143]]",152389314838,26,stellarport.io,"{'code': 'BTC', 'issuer': 'GBVOL67TMUQBGL4TZYNMY3ZQ5WGQYFPFD5VJRWXR72VA33VFNL225PL5', 'name': 'Bitcoin', 'image': 'https://stellar.myfilebase.com/ipfs/QmZ1BjXaPBiiqD4tdMWdk5Gm5W456ULmPkyPaPMVPmewpS', 'decimals': 7, 'anchorAssetType': 'crypto', 'anchorAsset': 'BTC'}",,,,,,,,,,,,,,
VELO-GDM4RQUQQUVSKQA7S6EM7XBZP3FCGH4Q7CL6TABQ7B2BEJ5ERARM2M5M-1,239999226457076700,75794297038657890,3309251312602593000,1601266688,"[20543, 20543, 13449]",334292,"{'age': 9, 'trades': 9, 'payments': 7, 'trustlines': 7, 'volume7d': 9, 'interop': 1, 'liquidity': 6, 'average': 6.9}","[[1726012800, 0.01468018629496403], [1726099200, 0.01538623306859206], [1726185600, 0.016174927720588234], [1726272000, 0.016698199270072992], [1726358400, 0.016030359498069496], [1726444800, 0.015600784140625], [1726531200, 0.016186918181818184], [1726617600, 0.015614533451776649]]",18256796217921,27,,,,,,,,,,,,,,,,
AFR-GBX6YI45VU7WNAAKA3RBFDR3I3UKNFHTJPQ5F6KOOKSGYIAM4TRQN54W-1,79999751662883500,366611683555836860,492679426234518600,1601921461,"[49446, 49446, 15575]",56378,"{'age': 9, 'trades': 9, 'payments': 6, 'trustlines': 7, 'volume7d': 8, 'interop': 4, 'liquidity': 5, 'average': 6.9}","[[1726012800, 0.0007089829876], [1726099200, 0.0007076974070484582], [1726185600, 0.0007474403362831858], [1726272000, 0.0007469125516806722], [1726358400, 0.0007319227867346939], [1726444800, 0.0006975195140096619], [1726531200, 0.0007043948988764045], [1726617600, 0.0006935123719696969]]",318083049155,28,afreum.com,"{'code': 'AFR', 'issuer': 'GBX6YI45VU7WNAAKA3RBFDR3I3UKNFHTJPQ5F6KOOKSGYIAM4TRQN54W', 'name': 'AFREUM', 'image': 'https://stellar.myfilebase.com/ipfs/QmRGezPHkaVJuqxDebHrfqEeESLbEDY3m596wnCWrdCaXw', 'decimals': 7, 'status': 'live', 'orgName': 'Afreum Inc dba Afreum', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmXKkc1Ka3n21DN2qCdMBTv4yxua7b3D3pShRC8umpvS3Z'}",,,,,,,,,,,,,,
yETH-GDYQNEF2UWTK4L6HITMT53MZ6F5QWO3Q4UVE6SCGC4OMEQIZQQDERQFD-1,5006880321,327771862957,335213518123,1615892268,"[3727, 3727, 1456]",1618373,"{'age': 8, 'trades': 8, 'payments': 7, 'trustlines': 5, 'volume7d': 7, 'interop': 10, 'liquidity': 3, 'average': 6.9}","[[1726012800, 2338.194253012048], [1726099200, 2352.9344725274727], [1726185600, 2386.9039024390245], [1726272000, 2423.9796352941175], [1726358400, 2402.508819277108], [1726444800, 2295.326271604938], [1726531200, 2323.0004814814815], [1726617600, 2312.665209302326]]",27717449786,29,ultracapital.xyz,"{'code': 'yETH', 'issuer': 'GDYQNEF2UWTK4L6HITMT53MZ6F5QWO3Q4UVE6SCGC4OMEQIZQQDERQFD', 'image': 'https://stellar.myfilebase.com/ipfs/QmavC22bVfCkzHX2AJQZAh6Vbw83JtKDZhKZFUcktomdQn', 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'ETH', 'orgName': 'Ultra Capital LLC dba Ultra Capital', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/Qmaw6X1uP8ohKodhiveFygHBRBfW95TovoBfodJhGJRUho'}",,,,,,,,,,,,,,
EURMTL-GACKTN5DAZGWXRWB2WLM6OPBDHAMT6SJNGLJZPQMEZBUR4JUGBX2UK7V-2,6201717854541,71584373256159,166831547916953,1622539189,"[3651, 3651, 1180]",58657,"{'age': 8, 'trades': 6, 'payments': 6, 'trustlines': 5, 'volume7d': 8, 'interop': 10, 'liquidity': 5, 'average': 6.9}","[[1726012800, 1.1129406481481483], [1726099200, 1.1147861395348837], [1726185600, 1.1138573166666668], [1726272000, 1.1140250416666666], [1726358400, 1.11243076], [1726444800, 1.1166742407407408], [1726531200, 1.1210425957446808], [1726617600, 1.1171193333333334]]",713943991163,30,mtl.montelibero.org,"{'code': 'EURMTL', 'issuer': 'GACKTN5DAZGWXRWB2WLM6OPBDHAMT6SJNGLJZPQMEZBUR4JUGBX2UK7V', 'name': 'EURMTL', 'image': 'https://stellar.myfilebase.com/ipfs/QmPVfGsrsTuQbD3q9SN8ZcrzrsByrpY5tJ6p6rPqpDG2dQ', 'decimals': 2, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'EUR', 'orgName': 'Montelibero dba Montelibero', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmNwTv3bi45JQrMQHfSKWK3WF4W7cF4QgRtShfWpfqHC75'}",,,,,,,,,,,,,,
EURC-GAQRF3UGHBT6JYQZ7YSUYCIYWAF4T2SAA5237Q5LIQYJOHHFAWDXZ7NM-1,7000058361633,95100709665103,1069910216345927,1642792857,"[26478, 26478, 4085]",37785,"{'age': 8, 'trades': 8, 'payments': 5, 'trustlines': 6, 'volume7d': 8, 'interop': 10, 'liquidity': 3, 'average': 6.9}","[[1726012800, 1.098253609375], [1726099200, 1.1017648703703704], [1726185600, 1.1041675130434783], [1726272000, 1.100671253164557], [1726358400, 1.1028544923076922], [1726444800, 1.1041540350877193], [1726531200, 1.110554172839506], [1726617600, 1.1070594259259259]]",230067420040,31,mykobo.co,"{'code': 'EURC', 'issuer': 'GAQRF3UGHBT6JYQZ7YSUYCIYWAF4T2SAA5237Q5LIQYJOHHFAWDXZ7NM', 'name': 'EURo Coin', 'image': 'https://stellar.myfilebase.com/ipfs/QmVMhyjyTimsfHkzwMZfxz3P1zYmwtumCpVkaTBdstb4u1', 'decimals': 2, 'status': 'live', 'anchorAssetType': 'fiat', 'anchorAsset': 'EUR', 'orgName': 'MYKOBO', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmVMhyjyTimsfHkzwMZfxz3P1zYmwtumCpVkaTBdstb4u1'}",,,,,,,,,,,,,,
iFIDR-GBVVM7ZYANANRP3DWVRANRDUU4M7J5W77EDTSZFD62LQ7SOHJD5IFIDR-2,29999321836355,30934227121385,18607819728174,1650615495,"[9436, 9436, 8253]",6324906,"{'age': 8, 'trades': 7, 'payments': 8, 'trustlines': 7, 'volume7d': 6, 'interop': 10, 'liquidity': 2, 'average': 6.9}","[[1726012800, 0.01790858119402985], [1726099200, 0.016103722285714286], [1726185600, 0.016691745609756097], [1726272000, 0.010925116592105263], [1726358400, 0.01079767496969697], [1726444800, 0.010925664545454546], [1726531200, 0.011093782857142857], [1726617600, 0.01056036025]]",2642560367,32,fixedidr.com,"{'code': 'iFIDR', 'issuer': 'GBVVM7ZYANANRP3DWVRANRDUU4M7J5W77EDTSZFD62LQ7SOHJD5IFIDR', 'image': 'https://stellar.myfilebase.com/ipfs/QmdbQ2WfRPjJtmMUs6hCWN21oc8Yzqf4osxsHMaBjfy4F6', 'status': 'live', 'anchorAssetType': 'crypto', 'anchorAsset': 'XLM', 'orgName': 'Fixedidr dba Cryptoasset and cryptocurrency developer.', 'orgLogo': 'https://stellar.myfilebase.com/ipfs/QmQCvzWgWGABWpDpnjW8VUuAgpi2wsjTjE3diUrPssEJys'}",,,,,,,,,,,,,,
MOBI-GA6HCMBLTZS5VYYBCATRBRZ3BZJMAFUDKYYF6AH6MVCMGWMRDNSWJPIH-1,8877878419679999,25909845070977148,1293554533636934000,1508350235,"[38981, 38966, 24711]",106155,"{'age': 10, 'trades': 9, 'payments': 6, 'trustlines': 7, 'volume7d': 7, 'interop': 4, 'liquidity': 4, 'average': 6.7}","[[1726012800, 0.006353155580645161], [1726099200, 0.006589884244019139], [1726185600, 0.006657436214689266], [1726272000, 0.006619275417808219], [1726358400, 0.0065634025333333335], [1726444800, 0.006651669223776224], [1726531200, 0.006506378616], [1726617600, 0.006408706921875]]",41620203994,33,mobius.network,"{'code': 'MOBI', 'issuer': 'GA6HCMBLTZS5VYYBCATRBRZ3BZJMAFUDKYYF6AH6MVCMGWMRDNSWJPIH', 'name': 'Mobius', 'image': None, 'decimals': 7, 'status': 'live', 'orgName': 'Mochi, Inc. dba Mobius Network'}",,,,,,,,,,,,,,
